published_at,event_type,title,summary,value_pct,prev_value_pct,source,source_url,tags,collected_as_of
2007-07-01,boe_bank_rate_change,Bank Rate changed to 5.75%,BoE Bank Rate moved from 5.5% to 5.75%,5.75,5.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2007-12-01,boe_bank_rate_change,Bank Rate changed to 5.5%,BoE Bank Rate moved from 5.75% to 5.5%,5.5,5.75,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2008-02-01,boe_bank_rate_change,Bank Rate changed to 5.25%,BoE Bank Rate moved from 5.5% to 5.25%,5.25,5.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2008-04-01,boe_bank_rate_change,Bank Rate changed to 5.0%,BoE Bank Rate moved from 5.25% to 5.0%,5.0,5.25,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2008-10-01,boe_bank_rate_change,Bank Rate changed to 4.5%,BoE Bank Rate moved from 5.0% to 4.5%,4.5,5.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2008-11-01,boe_bank_rate_change,Bank Rate changed to 3.0%,BoE Bank Rate moved from 4.5% to 3.0%,3.0,4.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2008-12-01,boe_bank_rate_change,Bank Rate changed to 2.0%,BoE Bank Rate moved from 3.0% to 2.0%,2.0,3.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2009-01-01,boe_bank_rate_change,Bank Rate changed to 1.5%,BoE Bank Rate moved from 2.0% to 1.5%,1.5,2.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2009-02-01,boe_bank_rate_change,Bank Rate changed to 1.0%,BoE Bank Rate moved from 1.5% to 1.0%,1.0,1.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2009-03-01,boe_bank_rate_change,Bank Rate changed to 0.5%,BoE Bank Rate moved from 1.0% to 0.5%,0.5,1.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2016-08-01,boe_bank_rate_change,Bank Rate changed to 0.25%,BoE Bank Rate moved from 0.5% to 0.25%,0.25,0.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2017-11-01,boe_bank_rate_change,Bank Rate changed to 0.5%,BoE Bank Rate moved from 0.25% to 0.5%,0.5,0.25,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2018-08-01,boe_bank_rate_change,Bank Rate changed to 0.75%,BoE Bank Rate moved from 0.5% to 0.75%,0.75,0.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2020-03-01,boe_bank_rate_change,Bank Rate changed to 0.1%,BoE Bank Rate moved from 0.75% to 0.1%,0.1,0.75,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2021-12-01,boe_bank_rate_change,Bank Rate changed to 0.25%,BoE Bank Rate moved from 0.1% to 0.25%,0.25,0.1,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2022-02-01,boe_bank_rate_change,Bank Rate changed to 0.5%,BoE Bank Rate moved from 0.25% to 0.5%,0.5,0.25,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2022-03-01,boe_bank_rate_change,Bank Rate changed to 0.75%,BoE Bank Rate moved from 0.5% to 0.75%,0.75,0.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2022-05-01,boe_bank_rate_change,Bank Rate changed to 1.0%,BoE Bank Rate moved from 0.75% to 1.0%,1.0,0.75,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2022-06-01,boe_bank_rate_change,Bank Rate changed to 1.25%,BoE Bank Rate moved from 1.0% to 1.25%,1.25,1.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2022-08-01,boe_bank_rate_change,Bank Rate changed to 1.75%,BoE Bank Rate moved from 1.25% to 1.75%,1.75,1.25,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2022-09-01,boe_bank_rate_change,Bank Rate changed to 2.25%,BoE Bank Rate moved from 1.75% to 2.25%,2.25,1.75,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2022-11-01,boe_bank_rate_change,Bank Rate changed to 3.0%,BoE Bank Rate moved from 2.25% to 3.0%,3.0,2.25,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2022-12-01,boe_bank_rate_change,Bank Rate changed to 3.5%,BoE Bank Rate moved from 3.0% to 3.5%,3.5,3.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2023-02-01,boe_bank_rate_change,Bank Rate changed to 4.0%,BoE Bank Rate moved from 3.5% to 4.0%,4.0,3.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2023-03-01,boe_bank_rate_change,Bank Rate changed to 4.25%,BoE Bank Rate moved from 4.0% to 4.25%,4.25,4.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2023-05-01,boe_bank_rate_change,Bank Rate changed to 4.5%,BoE Bank Rate moved from 4.25% to 4.5%,4.5,4.25,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2023-06-01,boe_bank_rate_change,Bank Rate changed to 5.0%,BoE Bank Rate moved from 4.5% to 5.0%,5.0,4.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2023-08-01,boe_bank_rate_change,Bank Rate changed to 5.25%,BoE Bank Rate moved from 5.0% to 5.25%,5.25,5.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2024-08-01,boe_bank_rate_change,Bank Rate changed to 5.0%,BoE Bank Rate moved from 5.25% to 5.0%,5.0,5.25,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2024-11-01,boe_bank_rate_change,Bank Rate changed to 4.75%,BoE Bank Rate moved from 5.0% to 4.75%,4.75,5.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2025-02-01,boe_bank_rate_change,Bank Rate changed to 4.5%,BoE Bank Rate moved from 4.75% to 4.5%,4.5,4.75,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2025-05-01,boe_bank_rate_change,Bank Rate changed to 4.25%,BoE Bank Rate moved from 4.5% to 4.25%,4.25,4.5,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2025-08-01,boe_bank_rate_change,Bank Rate changed to 4.0%,BoE Bank Rate moved from 4.25% to 4.0%,4.0,4.25,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
2025-12-01,boe_bank_rate_change,Bank Rate changed to 3.75%,BoE Bank Rate moved from 4.0% to 3.75%,3.75,4.0,bank_of_england_iadb,"https://www.bankofengland.co.uk/boeapps/database/_iadb-fromshowcolumns.asp?csv.x=yes&Datefrom=01/Jan/1975&Dateto=now&SeriesCodes=IUDBEDR,IUMBV34,IUMBV37,IUMBV42,IUMBV45,IUM2WTL,IUM5WTL,IUMTLMV&UsingCodes=Y&VPD=Y&VFD=N",rates;monetary_policy;politics_macro,2026-08-10
